ID,TITLE,LOCATION,SUMMARY
https://kr.indeed.com/viewjob?jk=17f88502b8fc4881,[NAVER Cloud] Cloud 네트워크 솔루션 및 SDN 기술 개발...,서울,지식 보유 - KVM (특히 Network) 관련 운영/개발 경험 - Spring Framework or Golang or C 개발 경험 - Network 솔루션 개발 경험 - RESTful API 설계/개발 경험 - 관련...
https://kr.indeed.com/viewjob?jk=6141229c69b83068,Web Front-end 개발자,서울 서초구,"Script, MariaDB 개발 플랫폼 : Visual Studio Code 우대 사항 : Python, Golang, RESTful API, Node.js, CSS, Docker, AWS, Azure, GCP [자격요건..."
https://kr.indeed.com/viewjob?jk=68b91ae2f6c66fa3,[뉴플랫폼기술] 클라우드 개발자 - Kubernetes,성남 분당구,"운영 경험이 1년 이상인 분 · Cloud 환경에서 서비스 구축 및 운영 경험이 있는 분 · Golang, Python, NodeJS, Java 중 하나이상 프로그래밍 언어에 익숙한 분 우대사항 · 서비스 설계 단계부터 참여..."
https://kr.indeed.com/viewjob?jk=b02b71a0f7220e23,보드게임 서버 개발 경력 정규직,성남 분당구,"사항: 경력(연차무관) 학력사항: 학력무관 직무기술: 서버·네트워크개발, 클라우드, 네트워크, 프로그래머, Golang [우대사항] 전공계열: 공학계열, 자연과학계열 1 명 근무조건 고용형태: 정규직(수습기간3개월..."
https://kr.indeed.com/viewjob?jk=7b04030358d701b1,[서울시뉴딜] 디지털사이니지 · 실감콘텐츠 분야 전문인력 양성 교육 /...,서울,"+ 심화 과정3 UI/UX, 그래픽툴 등 (120시간) 공통I + 공통II + 심화 과정4 JS, Git, Golang, SQL, Fiber 프레임워크 등 (120시간) 공통I + 심화 교육대상 (과정1) 디지털사이니지 사업..."
https://kr.indeed.com/viewjob?jk=b03599413eff0e3d,웹 개발 및 서버 인프라 담당자,서울 송파구,"인프라 관리 및 서비스 아키텍처 설계 운영 ㆍ네트워크 및 시스템 모니터링 자격요건 ㆍJava, Python, GoLang, PHP 중 하나이상의 언어 경험자 ㆍ서버 네트워크에 대한 이해 ㆍ학력 : 학력무관 ㆍ경력 : 경력2년..."
https://kr.indeed.com/viewjob?jk=c52b13ca64b943c1,솔루션 엔지니어 (Network Infra),서울 강남구,"Microsoft Service) * Programming (Python, JavaScript, Golang etc.) 근무 형태: 정규직 급여: 80,000,000원 - 120,000,000원 연봉 경력..."
https://kr.indeed.com/viewjob?jk=a5f72db70e317024,[카카오톡] 콘텐츠 구독 서비스 개발자 모집,성남 판교역,"Cassandra, HBase, MongoDB 등)기반 개발 경험 소셜 네트워크나 구독 기반 서비스 개발 경험 golang 기반 웹서비스 개발 경험 데이터 처리 프레임웍(Hadoop, Spark, kafka, ELK 등..."
https://kr.indeed.com/viewjob?jk=08c54c3fbd095447,Internship for Web Service Development o...,서울,"Development of Microservice with Golang - Development of Frontend with Vue... programming ( Golang, Javascript, Vue..."
https://kr.indeed.com/viewjob?jk=14bd2bcab19b638b,Media Server Engineer,성남 분당구,"개발 - 화상채팅과 방송 서비스 등의 개발 지원자격 - C/C++, C#, Java, Kotlin, Golang 등 잘 알려진 서버 프로그래밍 언어 중 적어도 하나 이상에 능숙하신 분 - 자율적으로 새로운 프로그래밍..."
https://kr.indeed.com/viewjob?jk=fe3a28308f8fd6c7,블록체인 서비스 백엔드 개발자 (경력),대한민국,"년 이상의 서버 개발 경력 또는 이에 준하는 실력이나 경험을 갖춘 분 - Javascript(Nodejs), Golang 언어로 서비스를 만들어 본 경험이 있는 분 - Linux 환경에서 서버 유지/보수 업무를 수행한 경험이..."
https://kr.indeed.com/viewjob?jk=5d2bbe4c649db4f4,DevOps Engineer,서울 강남구,"및 운영 # 자격 요건 - 4년 이상의 소프트웨어 엔지니어링 혹은 시스템 운영 경험이 있으신 분 - C, Golang, Python, Javascript 중 하나 이상의 언어에 능숙하신 분 - 대규모의 분산환경에서 ELK..."
https://kr.indeed.com/viewjob?jk=c58df1061d490778,[카카오 클라우드] 컨테이너 클라우드 개발자 모집,성남 판교역,"개발/운영하고 있고, 이 또한 오픈소스 로 공개되어 있습니다. 현재는 golang 버전으로 전환하여 서비스 중입니다. 저희 조직의 개발 문화와 팀... 슈팅 경험 퍼블릭 클라우드 사용 경험 golang, react, shell..."
https://kr.indeed.com/viewjob?jk=c2f271fbd2fa95e7,Software Engineer Intern,서울 강남구,second. Current stack consists of proprietary code in Golang as well as Google Cloud Products including Bigtable and BigQuery...
https://kr.indeed.com/viewjob?jk=3cf01580ba5eb23a,NLP Researcher,서울,"Stacks [Back-end] Language: python, golang Python Framework: Django, Bottle [Front... Language: python, golang Python Framework..."
https://kr.indeed.com/viewjob?jk=2cf2b8f5bd6504fc,Back-end 개발자,서울 서초구,"플랫폼개발팀 직급/직책: 팀원 [개발 스펙] 서버 OS : AWS Linux CentOS7 개발 언어 : Golang, 개발 Platform : Linux CentOS7 우대 사항 : C/C++(필수), Java, Java..."
https://kr.indeed.com/viewjob?jk=d87d0b5c96dea835,영상보안 Backend 개발,서울 충무로역,"요건] - C/C++ 5년 이상자, Golang, FFMPEG - 영상처리... 종면접 [제출서류]국문이력서 자격요건 - C/C++ 5년 이상자, Golang, FFMPEG - 영상처리 관련 지식 - 개발환경 : 리눅스 -멀티..."
https://kr.indeed.com/viewjob?jk=65ebb989c5928689,블록체인 기반의 디지털 자산 SNS 스타트업 기업에서 CTO를 모집합니다...,대한민국,"관리 3. 기술적 관점에서의 사업 점검 4. 개발조직 셋팅 및 관리 * 개발환경 : · 언어 : JAVA, GoLang · 시스템인프라 : AWS 클라우드 지원자격 1. Java (Spring Framework) 또는 다른..."
https://kr.indeed.com/viewjob?jk=ef6281799ef98976,[NAVER Cloud] PostgreSQL 데이터베이스 엔지니어 (DB...,서울,"데이터베이스 설계, 구축, 운영, 트러블 슈팅 가능하신 분 - Backend 프로그래밍 협업 가능하신 분 ( golang, java 등) [ 우대사항] - 대규모/대용량 DB 운영환경을 경험하신 분 - 끊임없이 공부하고 적극..."
https://kr.indeed.com/viewjob?jk=e2461a0de4efb67f,Software Engineer - Seoul,서울 강남구,second. Current stack consists of proprietary code in Golang as well as Google Cloud Products including Bigtable and BigQuery...
https://kr.indeed.com/viewjob?jk=335b6cdc85206ccc,DevOps/MLOps Engineer,서울,"Stacks [Back-end] Language: python, golang Python Framework: Django, Bottle [Front... Language: python, golang Python Framework..."
https://kr.indeed.com/viewjob?jk=8cb8277ebdd78c52,[NAVER Cloud] Kubernetes 서비스 개발 경력사원,서울,"Kubernetes Service 개발 및 운영 [지원자격/ 필요역량] - 관련 경력 3년 이상 - golang을 이용한 Application 개발 경험 - Ansible 사용 경험 - Docker, kubernetes 를..."
https://kr.indeed.com/viewjob?jk=97d7d9cb5103d9f5,영상보안[백엔드],서울 쌍림동,"3년 이상 - 개발 환경 : Golang, C++, SQL, Docker... 제출서류]국문이력서 자격요건 - 경력 3년 이상 - 개발 환경 : Golang, C++, SQL, Docker 등 [우대요건] - RTSP 관련..."
https://kr.indeed.com/viewjob?jk=fb1e577c4ae5e817,영상보안 개발자,서울 충무로역,"10년 이상 - C/C++, Golang, FFMPEG - 영상처리 관련... 력서 자격요건 - 대졸이상 - 경력: 10년 이상 - C/C++, Golang, FFMPEG - 영상처리 관련 지식 - 개발환경 : 리눅스 - 멀티..."
https://kr.indeed.com/viewjob?jk=d341b6f32b7ba6f7,영상 보안 코어 연구/개발,서울 쌍림동,"이상 - 개발 환경 : C++, Golang, ffmpeg - 다양한 라이... 국문이력서 자격요건 - 경력 3년 이상 - 개발 환경 : C++, Golang, ffmpeg - 다양한 라이브러리 활용 경험 - 코어 라이브러리..."
https://kr.indeed.com/viewjob?jk=86a47dc8924f3275,AD Machine Learning Engine 개발,성남 분당구,유가 없으신 분 [우대조건] - Golang으로 서비스 개발 경험이 있으... 2차면접 [제출서류] 국문이력서(첨부 양식 사용) 우대조건 - Golang으로 서비스 개발 경험이 있으신 분 - 랭킹 및 추천 엔진 시스템 경험...
https://kr.indeed.com/viewjob?jk=c193b65defa6a4ec,Web 개발,서울 중구,"Server 경험자 - CMS 관리페이지 구축 경험자 [우대사항] - GoLang 개발 경험자 - 가상화, Docker 기술 경험자 - 네트워크... 경험자 [우대사항] - GoLang 개발 경험자 - 가상화, Docker..."
https://kr.indeed.com/viewjob?jk=8d4997deddf31083,광고플랫폼 Software Engineer,성남 분당구,"Scala 등 한 가지 이상 JVM 계열 언어 혹은 C/C++, Golang 등에 숙련되신 분 - 프로파일링으로 성능 튜닝 경험이 많으신 분 - 대용... 계열 언어 혹은 C/C++, Golang 등에 숙련되신 분 - 프로파일링으..."
https://kr.indeed.com/viewjob?jk=a8f5052757d0f803,[NAVER Cloud] PaaS-TA 서비스 개발 경력사원,서울,"클라우드 플랫폼 PaaS-TA 서비스 개발 및 운영 [지원자격/ 필요역량] - 관련 경력 3년 이상 - golang을 이용한 Application 개발 경험 - Ansible, Cloudfoundry(bosh) 사용 경험..."
https://kr.indeed.com/viewjob?jk=7eb854201186e5fe,영상보안 코어 연구개발,서울 충무로역,"관련 코어 개발 [자격요건] - C/C++3년 이상자 - C/C++, Golang, FFMPEG - 다양한 라이브러리 활용 경험 - 코어 라이브러리... 년 이상자 - C/C++, Golang, FFMPEG - 다양한 라이브러리..."
https://kr.indeed.com/viewjob?jk=76152b2fa6809886,Back-end Developer,서울,"Stacks [Back-end] Language: python, golang Python Framework: Django, Bottle [Front... Language: python, golang Python Framework..."
